893.07	99.25
896.35	168.94
899.63	193.23
902.91	166.83
906.19	76.02
909.46	219.62
912.74	183.72
916.02	140.43
919.30	203.78
922.57	167.88
925.85	158.38
929.12	246.02
932.40	184.78
935.68	294.59
938.95	234.40
942.23	227.01
945.50	289.31
948.78	276.64
952.05	320.99
955.32	504.71
958.60	385.39
961.87	421.29
965.15	438.19
968.42	525.83
971.69	496.26
974.96	579.68
978.24	583.90
981.51	660.98
984.78	761.29
988.05	721.16
991.32	1065.38
994.59	1672.51
997.86	3207.75
1001.13	4012.33
1004.40	7229.58
1007.67	12655.72
1010.94	12980.93
1014.21	21042.53
1017.48	29489.54
1020.75	32660.33
1024.02	36694.83
1027.29	39919.47
1030.55	45847.15
1033.82	42038.61
1037.09	41360.74
1040.36	37479.34
1043.62	20340.38
1046.89	20325.60
1050.16	11935.61
1053.42	5356.45
1056.69	4432.56
1059.95	3385.14
1063.22	1244.88
1066.48	1318.79
1069.75	1106.56
1073.01	1141.40
1076.27	769.73
1079.54	810.91
1082.80	672.59
1086.07	628.25
1089.33	297.76
1092.59	331.54
1095.85	239.68
1099.12	235.46
1102.38	177.39
1105.64	320.99
1108.90	183.72
1112.16	249.19
1115.42	145.71
1118.68	251.30
1121.94	96.08
1125.20	120.37
1128.46	92.92
1131.72	104.53
1134.98	79.19
1138.24	150.99
1141.50	106.64
1144.76	108.76
1148.02	32.73
1151.27	148.88
1154.53	67.58
1157.79	88.69
1161.05	193.23
1164.30	64.41
1167.56	-4.22
1170.81	118.26
1174.07	35.90
1177.33	74.97
1180.58	87.64
1183.84	106.64
1187.09	83.41
1190.35	68.63
1193.60	51.74
1196.85	118.26
1200.11	7.39
1203.36	27.45
1206.61	152.05
1209.87	80.25
1213.12	127.76
1216.37	23.23
1219.62	102.42
1222.88	107.70
1226.13	143.60
1229.38	25.34
1232.63	24.29
1235.88	102.42
1239.13	71.80
1242.38	85.53
1245.63	64.41
1248.88	61.24
1252.13	19.01
1255.38	90.81
1258.63	68.63
1261.88	28.51
1265.13	101.36
1268.37	-1.06
1271.62	59.13
1274.87	82.36
1278.12	78.13
1281.36	63.35
1284.61	88.69
1287.86	55.96
1291.10	81.30
1294.35	43.29
1297.59	60.18
1300.84	41.18
1304.09	72.86
1307.33	30.62
1310.57	5.28
1313.82	66.52
1317.06	36.96
1320.31	80.25
1323.55	28.51
1326.79	83.41
1330.04	19.01
1333.28	29.56
1336.52	112.98
1339.76	40.12
1343.01	54.91
1346.25	4.22
1349.49	80.25
1352.73	9.50
1355.97	110.87
1359.21	45.40
1362.45	71.80
1365.69	53.85
1368.93	119.31
1372.17	66.52
1375.41	91.86
1378.65	15.84
1381.89	99.25
1385.12	126.71
1388.36	28.51
1391.60	74.97
1394.84	29.56
1398.08	29.56
1401.31	101.36
1404.55	82.36
1407.79	148.88
1411.02	-10.56
1414.26	8.45
1417.49	68.63
1420.73	55.96
1423.96	79.19
1427.20	78.13
1430.43	68.63
1433.67	-20.06
1436.90	163.66
1440.13	-15.84
1443.37	95.03
1446.60	71.80
1449.83	30.62
1453.07	43.29
1456.30	146.77
1459.53	2.11
1462.76	59.13
1465.99	73.91
1469.23	39.07
1472.46	102.42
1475.69	15.84
1478.92	70.74
1482.15	26.40
1485.38	74.97
1488.61	57.02
1491.84	26.40
1495.07	1.06
1498.30	92.92
1501.52	41.18
1504.75	67.58
1507.98	60.18
1511.21	80.25
1514.44	83.41
1517.66	5.28
1520.89	81.30
1524.12	32.73
1527.34	39.07
1530.57	26.40
1533.79	144.65
1537.02	61.24
1540.25	81.30
1543.47	-10.56
1546.70	13.73
1549.92	79.19
1553.14	53.85
1556.37	-11.61
1559.59	53.85
1562.82	22.17
1566.04	125.65
1569.26	-29.56
1572.48	110.87
1575.71	65.46
1578.93	45.40
1582.15	15.84
1585.37	62.30
1588.59	50.68
1591.81	33.79
1595.03	47.51
1598.26	38.01
1601.48	16.89
1604.70	77.08
1607.91	-3.17
1611.13	55.96
1614.35	21.12
1617.57	87.64
1620.79	97.14
1624.01	43.29
1627.23	29.56
1630.44	107.70
1633.66	-1.06
1636.88	24.29
1640.10	72.86
1643.31	30.62
1646.53	115.09
1649.75	14.78
1652.96	100.31
1656.18	98.20
1659.39	23.23
1662.61	71.80
1665.82	9.50
1669.04	97.14
1672.25	33.79
1675.46	22.17
1678.68	77.08
1681.89	13.73
1685.11	32.73
1688.32	48.57
1691.53	80.25
1694.74	42.24
1697.95	61.24
1701.17	50.68
1704.38	65.46
1707.59	32.73
1710.80	81.30
1714.01	3.17
1717.22	27.45
1720.43	3.17
1723.64	97.14
1726.85	31.68
1730.06	63.35
1733.27	33.79
1736.48	80.25
1739.69	81.30
1742.90	71.80
1746.10	55.96
1749.31	32.73
1752.52	126.71
1755.73	-30.62
1758.93	73.91
1762.14	63.35
1765.35	80.25
1768.55	26.40
1771.76	23.23
1774.96	30.62
1778.17	145.71
1781.37	34.84
1784.58	30.62
1787.78	47.51
1790.99	8.45
1794.19	69.69
1797.39	62.30
1800.60	9.50
1803.80	43.29
1807.00	27.45
1810.21	33.79
1813.41	1.06
1816.61	41.18
1819.81	55.96
1823.01	61.24
1826.22	55.96
1829.42	64.41
1832.62	61.24
1835.82	34.84
1839.02	24.29
1842.22	67.58
1845.42	23.23
1848.62	11.61
1851.82	137.26
1855.01	57.02
1858.21	76.02
1861.41	29.56
1864.61	48.57
1867.81	79.19
1871.00	6.34
1874.20	125.65
1877.40	21.12
1880.59	129.87
1883.79	62.30
1886.99	102.42
1890.18	17.95
1893.38	10.56
1896.57	95.03
1899.77	71.80
1902.96	5.28
1906.16	29.56
1909.35	27.45
1912.55	12.67
1915.74	13.73
1918.93	19.01
1922.13	-6.34
1925.32	49.63
1928.51	60.18
1931.70	29.56
1934.90	6.34
1938.09	61.24
1941.28	90.81
1944.47	59.13
1947.66	85.53
1950.85	42.24
1954.04	61.24
1957.23	118.26
1960.42	52.79
1963.61	57.02
1966.80	96.08
1969.99	85.53
1973.18	46.46
1976.37	65.46
1979.56	77.08
1982.74	116.15
1985.93	68.63
1989.12	187.95
1992.31	105.59
1995.49	129.87
1998.68	118.26
2001.87	119.31
2005.05	130.93
2008.24	199.56
2011.42	189.00
2014.61	236.52
2017.79	401.23
2020.98	106.64
2024.16	214.34
2027.35	209.06
2030.53	288.25
2033.71	194.28
2036.90	168.94
2040.08	216.45
2043.26	197.45
2046.45	268.19
2049.63	251.30
2052.81	214.34
2055.99	190.06
2059.17	224.90
2062.35	81.30
2065.54	208.01
2068.72	147.82
2071.90	247.07
2075.08	186.89
2078.26	154.16
2081.44	121.43
2084.62	170.00
2087.79	190.06
2090.97	108.76
2094.15	147.82
2097.33	163.66
2100.51	131.98
2103.69	123.54
2106.86	133.04
2110.04	114.03
2113.22	121.43
2116.39	81.30
2119.57	49.63
2122.75	65.46
2125.92	32.73
2129.10	49.63
2132.27	53.85
2135.45	176.33
2138.62	51.74
2141.80	95.03
2144.97	36.96
2148.14	71.80
2151.32	66.52
2154.49	61.24
2157.66	125.65
2160.84	76.02
2164.01	110.87
2167.18	81.30
2170.35	130.93
2173.53	84.47
2176.70	161.55
2179.87	163.66
2183.04	15.84
2186.21	191.11
2189.38	35.90
2192.55	96.08
2195.72	88.69
2198.89	95.03
2202.06	63.35
2205.23	73.91
2208.40	185.83
2211.57	78.13
2214.73	71.80
2217.90	123.54
2221.07	57.02
2224.24	79.19
2227.40	60.18
2230.57	15.84
2233.74	4.22
2236.90	42.24
2240.07	70.74
2243.24	33.79
2246.40	80.25
2249.57	2.11
2252.73	47.51
2255.90	60.18
2259.06	38.01
2262.22	13.73
2265.39	82.36
2268.55	27.45
2271.71	40.12
2274.88	31.68
2278.04	4.22
2281.20	63.35
2284.37	32.73
2287.53	72.86
2290.69	-21.12
2293.85	53.85
2297.01	92.92
2300.17	43.29
2303.33	65.46
2306.49	59.13
2309.65	91.86
2312.81	0.00
2315.97	52.79
2319.13	28.51
2322.29	48.57
2325.45	38.01
2328.61	71.80
2331.77	30.62
2334.92	-2.11
2338.08	99.25
2341.24	15.84
2344.40	50.68
2347.55	23.23
2350.71	63.35
2353.87	78.13
2357.02	0.00
2360.18	68.63
2363.33	8.45
2366.49	34.84
2369.64	0.00
2372.80	89.75
2375.95	35.90
2379.11	49.63
2382.26	16.89
2385.41	79.19
2388.57	35.90
2391.72	14.78
2394.87	57.02
2398.03	29.56
2401.18	68.63
2404.33	19.01
2407.48	54.91
2410.63	128.82
2413.78	-11.61
2416.94	63.35
2420.09	-19.01
2423.24	26.40
2426.39	73.91
2429.54	42.24
2432.69	52.79
2435.83	26.40
2438.98	64.41
2442.13	42.24
2445.28	70.74
2448.43	32.73
2451.58	35.90
2454.72	39.07
2457.87	78.13
2461.02	14.78
2464.17	59.13
2467.31	33.79
2470.46	84.47
2473.60	59.13
2476.75	54.91
2479.90	39.07
2483.04	49.63
2486.19	64.41
2489.33	16.89
2492.47	41.18
2495.62	84.47
2498.76	63.35
2501.91	60.18
2505.05	53.85
2508.19	-19.01
2511.34	100.31
2514.48	-4.22
2517.62	82.36
2520.76	36.96
2523.90	64.41
2527.04	23.23
2530.19	29.56
2533.33	90.81
