893.07	223.85
896.35	251.30
899.63	276.64
902.91	195.34
906.19	198.50
909.46	344.22
912.74	200.62
916.02	70.74
919.30	307.26
922.57	192.17
925.85	262.91
929.12	232.29
932.40	258.69
935.68	203.78
938.95	190.06
942.23	282.97
945.50	198.50
948.78	202.73
952.05	270.30
955.32	303.04
958.60	275.58
961.87	204.84
965.15	277.70
968.42	247.07
971.69	270.30
974.96	234.40
978.24	257.63
981.51	246.02
984.78	361.11
988.05	236.52
991.32	330.49
994.59	390.67
997.86	473.03
1001.13	348.44
1004.40	368.50
1007.67	448.75
1010.94	382.23
1014.21	288.25
1017.48	311.48
1020.75	252.35
1024.02	353.72
1027.29	266.08
1030.55	335.77
1033.82	237.57
1037.09	259.75
1040.36	317.82
1043.62	243.91
1046.89	323.10
1050.16	234.40
1053.42	233.35
1056.69	301.98
1059.95	308.32
1063.22	167.88
1066.48	308.32
1069.75	183.72
1073.01	305.15
1076.27	233.35
1079.54	243.91
1082.80	247.07
1086.07	347.38
1089.33	292.48
1092.59	343.16
1095.85	206.95
1099.12	217.51
1102.38	213.29
1105.64	310.43
1108.90	246.02
1112.16	281.92
1115.42	185.83
1118.68	298.81
1121.94	218.57
1125.20	299.87
1128.46	174.22
1131.72	289.31
1134.98	247.07
1138.24	312.54
1141.50	248.13
1144.76	212.23
1148.02	293.53
1151.27	364.28
1154.53	205.90
1157.79	236.52
1161.05	276.64
1164.30	227.01
1167.56	327.32
1170.81	209.06
1174.07	333.66
1177.33	263.97
1180.58	279.81
1183.84	222.79
1187.09	355.83
1190.35	181.61
1193.60	301.98
1196.85	303.04
1200.11	262.91
1203.36	173.16
1206.61	356.89
1209.87	216.45
1213.12	182.67
1216.37	232.29
1219.62	208.01
1222.88	287.20
1226.13	223.85
1229.38	233.35
1232.63	193.23
1235.88	270.30
1239.13	217.51
1242.38	319.93
1245.63	323.10
1248.88	183.72
1252.13	191.11
1255.38	246.02
1258.63	269.25
1261.88	236.52
1265.13	352.66
1268.37	331.54
1271.62	253.41
1274.87	263.97
1278.12	319.93
1281.36	153.10
1284.61	250.24
1287.86	231.24
1291.10	369.56
1294.35	244.96
1297.59	271.36
1300.84	282.97
1304.09	198.50
1307.33	153.10
1310.57	289.31
1313.82	289.31
1317.06	194.28
1320.31	289.31
1323.55	279.81
1326.79	273.47
1330.04	309.37
1333.28	232.29
1336.52	234.40
1339.76	277.70
1343.01	213.29
1346.25	312.54
1349.49	212.23
1352.73	365.33
1355.97	203.78
1359.21	243.91
1362.45	218.57
1365.69	193.23
1368.93	379.06
1372.17	265.02
1375.41	348.44
1378.65	251.30
1381.89	252.35
1385.12	278.75
1388.36	270.30
1391.60	202.73
1394.84	286.14
1398.08	219.62
1401.31	326.27
1404.55	173.16
1407.79	251.30
1411.02	227.01
1414.26	286.14
1417.49	237.57
1420.73	271.36
1423.96	223.85
1427.20	379.06
1430.43	203.78
1433.67	250.24
1436.90	338.94
1440.13	159.44
1443.37	300.92
1446.60	243.91
1449.83	184.78
1453.07	278.75
1456.30	242.85
1459.53	246.02
1462.76	273.47
1465.99	256.58
1469.23	268.19
1472.46	274.53
1475.69	200.62
1478.92	220.68
1482.15	218.57
1485.38	299.87
1488.61	277.70
1491.84	285.09
1495.07	268.19
1498.30	348.44
1501.52	250.24
1504.75	284.03
1507.98	249.19
1511.21	271.36
1514.44	320.99
1517.66	191.11
1520.89	200.62
1524.12	247.07
1527.34	278.75
1530.57	202.73
1533.79	381.17
1537.02	236.52
1540.25	293.53
1543.47	227.01
1546.70	252.35
1549.92	250.24
1553.14	299.87
1556.37	326.27
1559.59	364.28
1562.82	247.07
1566.04	258.69
1569.26	286.14
1572.48	154.16
1575.71	288.25
1578.93	166.83
1582.15	270.30
1585.37	353.72
1588.59	235.46
1591.81	231.24
1595.03	317.82
1598.26	216.45
1601.48	193.23
1604.70	322.04
1607.91	262.91
1611.13	393.84
1614.35	263.97
1617.57	282.97
1620.79	238.63
1624.01	238.63
1627.23	265.02
1630.44	401.23
1633.66	257.63
1636.88	261.86
1640.10	290.37
1643.31	339.99
1646.53	306.20
1649.75	206.95
1652.96	263.97
1656.18	309.37
1659.39	350.55
1662.61	218.57
1665.82	168.94
1669.04	456.14
1672.25	218.57
1675.46	370.61
1678.68	233.35
1681.89	261.86
1685.11	268.19
1688.32	300.92
1691.53	269.25
1694.74	404.40
1697.95	336.82
1701.17	246.02
1704.38	191.11
1707.59	390.67
1710.80	327.32
1714.01	243.91
1717.22	259.75
1720.43	275.58
1723.64	315.71
1726.85	314.65
1730.06	221.73
1733.27	263.97
1736.48	281.92
1739.69	230.18
1742.90	255.52
1746.10	425.52
1749.31	209.06
1752.52	413.90
1755.73	216.45
1758.93	336.82
1762.14	360.05
1765.35	300.92
1768.55	360.05
1771.76	332.60
1774.96	287.20
1778.17	426.57
1781.37	260.80
1784.58	290.37
1787.78	296.70
1790.99	252.35
1794.19	261.86
1797.39	344.22
1800.60	298.81
1803.80	223.85
1807.00	289.31
1810.21	255.52
1813.41	256.58
1816.61	316.76
1819.81	288.25
1823.01	300.92
1826.22	389.62
1829.42	331.54
1832.62	331.54
1835.82	338.94
1839.02	326.27
1842.22	310.43
1845.42	274.53
1848.62	355.83
1851.82	407.57
1855.01	310.43
1858.21	316.76
1861.41	494.15
1864.61	317.82
1867.81	352.66
1871.00	386.45
1874.20	402.29
1877.40	364.28
1880.59	403.34
1883.79	398.06
1886.99	393.84
1890.18	532.16
1893.38	450.86
1896.57	423.41
1899.77	532.16
1902.96	425.52
1906.16	487.81
1909.35	776.07
1912.55	614.52
1915.74	803.52
1918.93	1021.03
1922.13	903.83
1925.32	1330.40
1928.51	1213.20
1931.70	1385.31
1934.90	1800.27
1938.09	2186.72
1941.28	2444.35
1944.47	2725.21
1947.66	2849.81
1950.85	3147.56
1954.04	3674.45
1957.23	4133.75
1960.42	4737.71
1963.61	8253.78
1966.80	5617.26
1969.99	7569.57
1973.18	6285.62
1976.37	7401.68
1979.56	9245.24
1982.74	8077.44
1985.93	9068.91
1989.12	14156.12
1992.31	9916.78
1995.49	19095.50
1998.68	12567.03
2001.87	17109.40
2005.05	18968.80
2008.24	21362.47
2011.42	20179.88
2014.61	29035.51
2017.79	29151.66
2020.98	24181.65
2024.16	22229.34
2027.35	29362.83
